"","iyear","provstate","city","latitude","longitude","attacktype1_txt"
"1354",1984,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"1355",1984,"Caqueta","Florencia district",1.61456,-75.6053,"Armed Assault"
"1356",1984,"Cauca","Jambalo",2.85,-76.316667,"Hostage Taking (Kidnapping)"
"1358",1984,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"1359",1984,"Huila","Unknown",2.535935,-75.52767,"Armed Assault"
"1360",1984,"Santander","San Vicente de Chucuri",6.88105,-73.41157,"Assassination"
"1362",1984,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1363",1984,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1364",1984,"Antioquia","Medellin",6.242026,-75.564766,"Assassination"
"1365",1984,"Valle del Cauca","Cali",3.429344,-76.516037,"Armed Assault"
"1366",1984,"Santander","Florian",5.80299,-73.97168,"Assassination"
"1367",1984,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"1368",1984,"Cordoba","Santa Rosa de la Cana",8.78975,-76.34391,"Armed Assault"
"1370",1984,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1371",1984,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"1372",1984,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"1373",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1374",1984,"Antioquia","Buritica",6.719613,-75.907029,"Armed Assault"
"1375",1984,"Huila","Garzon",2.19673,-75.62909,"Armed Assault"
"1376",1984,"Huila","Unknown",2.535935,-75.52767,"Unknown"
"1377",1984,"Cundinamarca","Zipacon",4.75923,-74.38032,"Armed Assault"
"1378",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1380",1984,"Cauca","Toribio",2.95485,-76.26825,"Armed Assault"
"1381",1984,"Antioquia","El Salvador",6.36274,-75.63868,"Armed Assault"
"1382",1984,"Santander","Bucaramanga",7.116294,-73.120026,"Assassination"
"1383",1984,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Bombing/Explosion"
"1384",1984,"Valle del Cauca","Cumbre",3.6498,-76.56866,"Armed Assault"
"1385",1984,"Huila","Unknown",2.535935,-75.52767,"Hostage Taking (Kidnapping)"
"1386",1984,"Arauca","Betoyes",6.49249,-71.55696,"Armed Assault"
"1387",1984,"Huila","Hobo",2.584114,-75.451866,"Armed Assault"
"1388",1984,"Cauca","Corinto",3.173882,-76.259454,"Armed Assault"
"1389",1984,"Antioquia","Guarne",6.279949,-75.442712,"Bombing/Explosion"
"1390",1984,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1392",1984,"Atlantico","Barranquilla",10.981412,-74.778319,"Bombing/Explosion"
"1393",1984,"Huila","Pitalito district",1.851988,-76.046976,"Unknown"
"1394",1984,"Huila","Unknown",2.535935,-75.52767,"Hostage Taking (Kidnapping)"
"1395",1984,"Santander","Barrancabermeja district",7.060051,-73.853115,"Hostage Taking (Kidnapping)"
"1396",1984,"Choco","Riosucio",7.440534,-77.118906,"Armed Assault"
"1397",1984,"Choco","Riosucio",7.440534,-77.118906,"Armed Assault"
"1398",1984,"Caldas","San Jose",5.08414,-75.7903,"Hostage Taking (Kidnapping)"
"1399",1984,"Norte de Santander","Ocana",8.23342,-73.35331,"Assassination"
"1400",1984,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Barricade Incident)"
"1401",1984,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"1402",1984,"Boyaca","Miraflores",5.19688,-73.14554,"Assassination"
"1403",1984,"Huila","Gigante",2.38855,-75.546796,"Armed Assault"
"1404",1984,"Antioquia","Caucasia district",7.987804,-75.197092,"Assassination"
"1405",1984,"Valle del Cauca","Dagua district",3.656667,-76.688333,"Bombing/Explosion"
"1406",1984,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1407",1984,"Arauca","Arauca",7.08582,-70.75779,"Hostage Taking (Kidnapping)"
"1408",1984,"Cordoba","Monteria",8.749996,-75.883346,"Armed Assault"
"1410",1984,"Cordoba","Pueblo Nuevo",8.50099,-75.50833,"Hostage Taking (Kidnapping)"
"1411",1984,"Atlantico","El Totumo",10.744472,-75.241403,"Hostage Taking (Kidnapping)"
"1412",1984,"Norte de Santander","Pamplona",7.376579,-72.64831,"Armed Assault"
"1413",1984,"Cauca","Santander de Quilichao",3.00879,-76.4859,"Assassination"
"1414",1984,"Norte de Santander","Pamplona district",7.376579,-72.64831,"Hostage Taking (Barricade Incident)"
"1415",1984,"Santander","Barrancabermeja",7.060051,-73.853115,"Facility/Infrastructure Attack"
"1416",1984,"Antioquia","Uramita",6.898522,-76.17332,"Assassination"
"1417",1984,"Cauca","La Sierra",2.178333,-76.7625,"Assassination"
"1418",1984,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1419",1984,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1420",1984,"Santander","Alto de San Pablo",6.216628,-73.566679,"Armed Assault"
"1421",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1422",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1423",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1424",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1425",1984,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1426",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1427",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1428",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1429",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1430",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1431",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1432",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1433",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1434",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1435",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1436",1985,"Antioquia","Caucasia",7.987804,-75.197092,"Assassination"
"1437",1985,"Cauca","Santander de Quilichao",3.00879,-76.4859,"Armed Assault"
"1438",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1439",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1440",1985,"Valle del Cauca","Florida",3.322222,-76.234722,"Hostage Taking (Kidnapping)"
"1441",1985,"Valle del Cauca","Palmira",3.529901,-76.298006,"Assassination"
"1442",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1443",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1444",1985,"Santander","Barrancabermeja",7.060051,-73.853115,"Armed Assault"
"1445",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1446",1985,"Bolivar","Achi district",8.568451,-74.55436,"Hostage Taking (Barricade Incident)"
"1447",1985,"Antioquia","Santa Elena",6.242026,-75.564766,"Armed Assault"
"1448",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1449",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1450",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1451",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1452",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1453",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1454",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1456",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1457",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1458",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1459",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1460",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1461",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1462",1985,"Antioquia","Remedios district",7.07786,-74.70355,"Armed Assault"
"1463",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1464",1985,"Santander","Unknown",6.643708,-73.653621,"Armed Assault"
"1465",1985,"Santander","Unknown",6.643708,-73.653621,"Armed Assault"
"1466",1985,"Huila","Garzon",2.19673,-75.62909,"Assassination"
"1467",1985,"Huila","Pitalito",1.851988,-76.046976,"Hostage Taking (Kidnapping)"
"1468",1985,"Atlantico","Barranquilla",10.981412,-74.778319,"Bombing/Explosion"
"1469",1985,"Cauca","Santa Rosa",1.700854,-76.572882,"Hostage Taking (Kidnapping)"
"1470",1985,"Cauca","Santa Rosa",1.700854,-76.572882,"Hostage Taking (Kidnapping)"
"1471",1985,"Atlantico","Barranquilla",10.981412,-74.778319,"Bombing/Explosion"
"1472",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1473",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1475",1985,"Antioquia","Rio Negro",6.153669,-75.37416,"Armed Assault"
"1476",1985,"Bolivar","San Cristobal district",9.882081,-75.254469,"Armed Assault"
"1477",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1478",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1479",1985,"Choco","Jurado",7.10577,-77.76488,"Armed Assault"
"1480",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1481",1985,"Huila","Chillurco",1.891667,-76.145556,"Hostage Taking (Kidnapping)"
"1482",1985,"Cesar","El Copey",10.14864,-73.96144,"Bombing/Explosion"
"1483",1985,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"1484",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1485",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1486",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1487",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1488",1985,"Antioquia","Puerto Valdivia",7.289972,-75.392693,"Unknown"
"1489",1985,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1490",1985,"Tolima","Alto de la Rosa",3.89744,-75.53936,"Assassination"
"1491",1985,"Meta","Uribe",3.24114,-74.35539,"Assassination"
"1492",1985,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"1493",1985,"Santander","Bucaramanga",7.116294,-73.120026,"Bombing/Explosion"
"1494",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1495",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1496",1985,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Bombing/Explosion"
"1497",1985,"Cauca","Popayan",2.44186,-76.60617,"Bombing/Explosion"
"1498",1985,"Santander","Bucaramanga",7.116294,-73.120026,"Bombing/Explosion"
"1499",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1500",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1501",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1502",1985,"Antioquia","Medellin",6.242026,-75.564766,"Unknown"
"1503",1985,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Bombing/Explosion"
"1504",1985,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Bombing/Explosion"
"1505",1985,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"1506",1985,"Valle del Cauca","Pradera",3.41866,-76.24198,"Armed Assault"
"1507",1985,"Cauca","Popayan",2.44186,-76.60617,"Assassination"
"1508",1985,"Cauca","Popayan",2.44186,-76.60617,"Bombing/Explosion"
"1509",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1510",1985,"Valle del Cauca","Jamundi",3.261782,-76.540886,"Facility/Infrastructure Attack"
"1511",1985,"Valle del Cauca","Jamundi",3.261782,-76.540886,"Facility/Infrastructure Attack"
"1512",1985,"Valle del Cauca","Jamundi",3.261782,-76.540886,"Facility/Infrastructure Attack"
"1513",1985,"Guaviare","San Jose del Guaviare",2.56426,-72.637985,"Armed Assault"
"1514",1985,"Huila","Colombia",3.375833,-74.801389,"Unknown"
"1515",1985,"Valle del Cauca","Palmira",3.529901,-76.298006,"Facility/Infrastructure Attack"
"1516",1985,"Valle del Cauca","Palmira",3.529901,-76.298006,"Facility/Infrastructure Attack"
"1517",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1518",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1519",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Facility/Infrastructure Attack"
"1520",1985,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Facility/Infrastructure Attack"
"1521",1985,"La Guajira","Tigrera",11.286866,-73.099449,"Armed Assault"
"1522",1985,"Caldas","Belalcazar",4.995278,-75.812778,"Armed Assault"
"1523",1985,"Cauca","Popayan",2.44186,-76.60617,"Assassination"
"1524",1985,"Huila","Neiva district",2.925561,-75.290777,"Armed Assault"
"1525",1985,"Cauca","Toribio",2.95485,-76.26825,"Armed Assault"
"1526",1985,"Santander","San Gil",6.554507,-73.133283,"Assassination"
"1527",1985,"Antioquia","Guadalupe",6.81429,-75.2406,"Assassination"
"1528",1985,"Valle del Cauca","Darien",3.931111,-76.483781,"Assassination"
"1529",1985,"Cauca","Unknown",2.243589,-77.010385,"Bombing/Explosion"
"1530",1985,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"1531",1985,"Risaralda","Dos Quebradas",4.837712,-75.66807,"Facility/Infrastructure Attack"
"1532",1985,"Antioquia","Medellin",6.242026,-75.564766,"Assassination"
"1533",1985,"Valle del Cauca","Florida",3.322222,-76.234722,"Armed Assault"
"1534",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1535",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1536",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1537",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1538",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1539",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1540",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1541",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1542",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1543",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1544",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1545",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1546",1985,"Cundinamarca","La Magdalena",5.080683,-74.486998,"Armed Assault"
"1547",1985,"Cundinamarca","La Magdalena",5.080683,-74.486998,"Armed Assault"
"1548",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1549",1985,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1550",1985,"Santander","Unknown",6.643708,-73.653621,"Hostage Taking (Kidnapping)"
"1551",1985,"Santander","Unknown",6.643708,-73.653621,"Hostage Taking (Kidnapping)"
"1552",1985,"Santander","Unknown",6.643708,-73.653621,"Hostage Taking (Kidnapping)"
"1553",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1554",1985,"Cundinamarca","Siberia",4.712975,-73.947004,"Unknown"
"1555",1985,"Norte de Santander","El Tarra",8.57451,-73.09339,"Armed Assault"
"1556",1985,"Cauca","Santander de Quilichao",3.00879,-76.4859,"Armed Assault"
"1558",1985,"Cundinamarca","Paramillo",5.06259,-74.61695,"Armed Assault"
"1559",1985,"Cauca","Corinto district",3.173882,-76.259454,"Armed Assault"
"1560",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Assassination"
"1561",1985,"Bogota","Bogota district",4.5981,-74.07603,"Hostage Taking (Barricade Incident)"
"1562",1985,"Valle del Cauca","Cali district",3.420628,-76.522119,"Bombing/Explosion"
"1563",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1564",1985,"Bolivar","Bolivar",10.266667,-75.466667,"Armed Assault"
"1566",1985,"Antioquia","Morro",6.40005,-75.25,"Hostage Taking (Barricade Incident)"
"1567",1985,"Arauca","Unknown",6.547306,-71.002231,"Hostage Taking (Barricade Incident)"
"1568",1985,"Bolivar","Bolivar",10.266667,-75.466667,"Armed Assault"
"1569",1985,"Arauca","Cano Limon",6.931857,-71.157523,"Bombing/Explosion"
"1570",1985,"Valle del Cauca","Buga district",3.899723,-76.302032,"Armed Assault"
"1571",1985,"Cauca","Santa Rosa",1.700854,-76.572882,"Assassination"
"1572",1985,"Valle del Cauca","Unknown",3.800889,-76.641271,"Armed Assault"
"1573",1985,"Valle del Cauca","Buga district",3.899723,-76.302032,"Armed Assault"
"1574",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1575",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1576",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1577",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1578",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1580",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1581",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1582",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1583",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1584",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1585",1985,"Valle del Cauca","Ginebra",3.749597,-76.166856,"Armed Assault"
"1586",1985,"Valle del Cauca","Guacari",3.76299,-76.33443,"Armed Assault"
"1587",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1588",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1589",1985,"Valle del Cauca","cali",3.429344,-76.516037,"Bombing/Explosion"
"1590",1985,"Arauca","Saravena district",6.95284,-71.87514,"Assassination"
"1591",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1592",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1593",1985,"Arauca","Tame district",6.46052,-71.72989,"Assassination"
"1594",1985,"Arauca","Tame district",6.46052,-71.72989,"Assassination"
"1595",1985,"Arauca","Betoyes",6.49249,-71.55696,"Assassination"
"1596",1985,"Arauca","Saravena",6.95284,-71.87514,"Assassination"
"1597",1985,"Arauca","Tame",6.46052,-71.72989,"Assassination"
"1598",1985,"Cauca","Unknown",2.243589,-77.010385,"Armed Assault"
"1599",1985,"Arauca","Saravena",6.95284,-71.87514,"Bombing/Explosion"
"1600",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1601",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1602",1985,"Bogota","Bogota",4.667128,-74.106056,"Facility/Infrastructure Attack"
"1603",1985,"Santander","Bucaramanga",7.116294,-73.120026,"Facility/Infrastructure Attack"
"1604",1985,"La Guajira","Salao",11.41668,-72.26661,"Assassination"
"1605",1985,"Tolima","Anzoategui",4.629991,-75.095351,"Assassination"
"1608",1985,"Antioquia","Caceres",7.57649,-75.350334,"Hostage Taking (Barricade Incident)"
"1609",1985,"Atlantico","Barranquilla",10.981412,-74.778319,"Bombing/Explosion"
"1610",1985,"Sucre","Corozal",9.31585,-75.29277,"Bombing/Explosion"
"1611",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1612",1985,"Bogota","Bogota",4.667128,-74.106056,"Unknown"
"1614",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1615",1985,"Antioquia","Caceres",7.57649,-75.350334,"Assassination"
"1616",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Unknown"
"1617",1985,"Cauca","Unknown",2.243589,-77.010385,"Unknown"
"1618",1985,"Valle del Cauca","Unknown",3.800889,-76.641271,"Unknown"
"1619",1985,"Arauca","Unknown",6.547306,-71.002231,"Armed Assault"
"1620",1985,"Arauca","Unknown",6.547306,-71.002231,"Armed Assault"
"1621",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1622",1985,"Cauca","Piendamo",2.63874,-76.52915,"Bombing/Explosion"
"1623",1985,"Santander","Suaita",6.10134,-73.44277,"Armed Assault"
"1624",1985,"Santander","Yarima",6.83191,-73.71195,"Hostage Taking (Kidnapping)"
"1625",1985,"Arauca","Saravena",6.95284,-71.87514,"Bombing/Explosion"
"1626",1985,"Quindio","Genova",4.2045,-75.79185,"Unknown"
"1627",1985,"Cauca","Mondomo",2.892423,-76.553158,"Unknown"
"1628",1985,"Antioquia","San Carlos",6.1876,-74.99429,"Armed Assault"
"1629",1985,"Tolima","Herrera",3.28723,-75.81777,"Armed Assault"
"1630",1985,"Quindio","Genova",4.2045,-75.79185,"Armed Assault"
"1631",1985,"Cordoba","Misiguay",8.624722,-75.955556,"Armed Assault"
"1632",1985,"Santander","Unknown",6.643708,-73.653621,"Assassination"
"1633",1985,"Antioquia","Zaragoza",7.491752,-74.868183,"Unknown"
"1634",1985,"Cordoba","Unknown",8.402925,-75.899867,"Facility/Infrastructure Attack"
"1635",1985,"Cordoba","Unknown",8.402925,-75.899867,"Facility/Infrastructure Attack"
"1636",1985,"Arauca","Arauquita",7.027345,-71.428555,"Armed Assault"
"1637",1985,"Arauca","Unknown",6.547306,-71.002231,"Unknown"
"1638",1985,"Magdalena","Rio Frio",10.90584,-74.172483,"Armed Assault"
"1639",1985,"Antioquia","San Pedro de Uraba",8.283388,-76.383404,"Assassination"
"1640",1985,"Valle del Cauca","Buga",3.899723,-76.302032,"Armed Assault"
"1641",1985,"Antioquia","San Pedro de Uraba",8.283388,-76.383404,"Armed Assault"
"1643",1985,"Huila","Timana",1.97449,-75.93196,"Armed Assault"
"1644",1985,"Caldas","Manizales",5.067866,-75.517482,"Bombing/Explosion"
"1645",1985,"Bogota","Bogota",4.667128,-74.106056,"Assassination"
"1646",1985,"Antioquia","Necocli",8.42414,-76.786797,"Armed Assault"
"1647",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1648",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1649",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1650",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1651",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1652",1985,"Vichada","Hormiga",3.72857,-69.55075,"Armed Assault"
"1654",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Armed Assault"
"1655",1985,"Cauca","Balboa",2.03955,-77.21702,"Armed Assault"
"1656",1985,"Antioquia","Medellin",6.242026,-75.564766,"Bombing/Explosion"
"1657",1985,"Valle del Cauca","La Union",4.53581,-76.10659,"Hostage Taking (Kidnapping)"
"1658",1985,"Valle del Cauca","La Tulia",4.38363,-76.24495,"Armed Assault"
"1659",1985,"Valle del Cauca","Sevilla",4.26889,-75.9361,"Armed Assault"
"1660",1985,"Quindio","Armenia district",4.528694,-75.703846,"Armed Assault"
"1661",1985,"Valle del Cauca","Bugalagrande",4.211944,-76.155556,"Armed Assault"
"1662",1985,"Antioquia","La Estrella",6.15782,-75.6436,"Assassination"
"1663",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Hostage Taking (Kidnapping)"
"1664",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1665",1985,"Antioquia","Salgar",5.963316,-75.978722,"Armed Assault"
"1666",1985,"Bogota","Bogota",4.667128,-74.106056,"Bombing/Explosion"
"1667",1985,"Cundinamarca","La Laguna",4.20515,-74.71691,"Unknown"
"1668",1985,"Cauca","Jambalo",2.85,-76.316667,"Armed Assault"
"1669",1985,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Barricade Incident)"
"1670",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1671",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1672",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1673",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1674",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1675",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1676",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1677",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1678",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1679",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1680",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1681",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1682",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1683",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1684",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1685",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1686",1985,"Narino","Ipiales",0.823757,-77.634908,"Bombing/Explosion"
"1687",1985,"Cauca","Pitayo",2.750014,-76.300055,"Armed Assault"
"1688",1985,"Cauca","Pitayo",2.750014,-76.300055,"Armed Assault"
"1689",1985,"Cauca","Jambalo",2.85,-76.316667,"Armed Assault"
"1690",1985,"Bogota","Bogota",4.667128,-74.106056,"Hostage Taking (Kidnapping)"
"1691",1985,"Risaralda","Penas Blancas",5.26331,-75.86969,"Armed Assault"
"1692",1985,"Valle del Cauca","Sevilla",4.26889,-75.9361,"Armed Assault"
"1693",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Bombing/Explosion"
"1694",1985,"La Guajira","San Juan de Cesar",10.77259,-73.00454,"Bombing/Explosion"
"1695",1985,"Bogota","Bogota",4.667128,-74.106056,"Armed Assault"
"1696",1985,"Cauca","Padilla",3.22425,-76.31368,"Hostage Taking (Barricade Incident)"
"1697",1985,"Valle del Cauca","Cali",3.429344,-76.516037,"Hostage Taking (Barricade Incident)"
"1698",1985,"Cauca","Miranda",3.253279,-76.228219,"Hostage Taking (Kidnapping)"
"1699",1985,"Risaralda","Pereira",4.814278,-75.694558,"Hostage Taking (Kidnapping)"
"1700",1985,"Valle del Cauca","Yumbo",3.583748,-76.495727,"Armed Assault"
"1701",1985,"Casanare","Paz de Ariporo",5.88054,-71.89239,"Armed Assault"
